Year,Region,NAME,Home Value <$50k (%),"Home Value $50k-$99,999k (%)","Home Value $100k-$149,999k (%)","Home Value $150k-$199,999k (%)","Home Value $200k-$299,999k (%)","Home Value $100k-$299,999 (%)","Home Value $300k-$499,999k (%)",Home Value $500k+ (%),"Home Value $500k-$749,999k (%)","Home Value $750k-$999,999k (%)","Home Value $1,000,000+ (%)",Median Home Value ($)(1000X),Median Housing Cost (monthly) ($),Income <$10k (%),"Income $10k-$24,999 (%)","Income $25k-$34,999 (%)","Income $35k-$49,999 (%)","Income $50k-$74,999 (%)","Income $75k-$99,999 (%)","Income $100k-$149,999 (%)",Income $150k+ (%),Median Income ($)(1000X),Median Real Estate Taxes ($),No 2nd or Equity Loan (%),2nd Mortgage or Equity Loan (%),Equity Loan Only (%),2nd Mortgage Only (%),Both 2nd & Equity Loan (%),Population,Net Population Change,Net Migration,Net Migration Change
2018,3,West Virginia,6.6,23.3,,,,57.6,10,2.4,1.7,0.4,0.3,147.1,1001,2.7,8.7,8.3,13.4,20.8,14.6,20.1,11.3,70.059,870,90.2,9.4,8.1,1.2,0.4,1804291,-12713,-8119,-4.484031265
2018,3,Oklahoma,5.3,19.2,,,,60.5,10.7,4.3,2.5,0.9,0.9,156,1214,2.1,6.3,6.1,11.1,20,17.8,21.2,15.3,80.386,1470,93.6,6.2,4.1,2,0.2,3940235,8919,-55,-0.013974374
2018,2,Wisconsin,2.4,10.7,,,,64.1,17.5,5.2,3.5,1,0.7,195.9,1387,1.4,4.9,5,9.6,19.3,18.3,24.8,16.7,87.899,3368,83.8,15.7,12.8,2.9,0.5,5807406,17220,4425,0.763089441
2018,X,Puerto Rico,1.9,23.3,,,,69.4,3.7,1.8,1.1,0.3,0.4,130.6,851,8.2,22,13.5,19.3,18.7,8,6.2,4,39.275,718,97.3,2.4,0.6,1.8,0.3,3193354,-131932,-123399,-37.86035124
2018,2,Kansas,5,17.3,,,,57.8,14.9,5.1,3.2,1.2,0.7,173.8,1364,1.4,4.6,5.2,9.9,19.9,18,22.5,18.3,86.395,2395,90.4,9.4,7.3,2,0.2,2911359,2641,-7511,-2.581065508
2018,3,Virginia,1.8,4.6,,,,43.2,28,22.4,14.1,5.3,3,302.7,1752,1.7,4.5,3.7,7.6,15,14.9,22.5,30.2,104.322,2509,85.2,14.5,11.5,3,0.3,8501286,37699,6673,0.786684345
2018,2,North Dakota,4,7.5,,,,61.2,20.3,6.9,4.8,1.7,0.4,226,1425,1.1,2.3,3.4,7.5,18.3,18.9,29.2,19.2,97.677,2325,89.8,9.8,8.1,1.7,0.4,758080,3138,-1295,-1.711805909
2018,1,New Jersey,1.4,1.8,,,,35.7,35,26,16.5,5.6,3.9,352.7,2398,1.4,3.3,3.1,5.6,12.3,12.9,23.6,37.7,121.642,8521,85.6,13.9,12.2,1.8,0.5,8886025,500,-24811,-2.792215648
2018,2,Ohio,4.1,18.7,,,,61.1,12.3,3.7,2.7,0.6,0.4,160.8,1248,1.8,5.6,5.8,10.7,19.3,17.5,22.6,16.8,83.629,2518,85,14.5,12.3,2.3,0.4,11676341,16691,956,0.081933525
2018,3,South Carolina,4.8,12.1,,,,58.3,16.6,8.2,5.4,1.4,1.4,194.1,1225,2.6,7.2,7.1,11.1,20.2,16.5,19.4,16,77.141,1106,89.6,10.1,8.6,1.5,0.3,5084156,62888,56397,11.16172859
2018,3,Georgia,3.4,10.4,,,,57.3,19.6,9.4,6.2,1.8,1.4,208.8,1395,2.7,5.7,5.6,9.5,17.6,15.6,21.6,21.6,88.772,1970,90,9.7,7.3,2.4,0.3,10511131,100801,56844,5.434037327
2018,4,Colorado,1.4,1.8,,,,27.4,41.6,27.7,18.5,5.7,3.5,383.4,1741,1.8,3.8,4.3,7.8,15.6,15.8,24.1,26.9,101.056,1896,86.8,13,10.4,2.5,0.3,5691287,79402,53185,9.410632697
2018,4,Hawaii,0.7,0.9,,,,7.7,22.6,68.1,31.5,20.4,16.2,643.1,2354,2.1,2.4,3.3,7.1,13.1,13.4,26.1,32.5,113.39,1807,79.9,19.4,17.4,2,0.8,1420593,-3800,-8498,-5.974018853
2018,2,South Dakota,4.9,11,,,,63.3,16.3,4.6,3.2,0.8,0.6,188.8,1301,0.8,3.5,5.8,11.2,19.8,23.5,23.1,12.4,83.662,2350,90,9.6,7.9,1.7,0.4,878698,5830,1178,1.345082058
2018,2,Indiana,4.5,20.1,,,,60.9,10.9,3.6,2.5,0.7,0.4,153.8,1118,1.9,6.4,6.4,11.4,20.8,18.3,21.3,13.5,78.796,1273,88,11.7,9.9,1.7,0.4,6695497,37419,19003,2.84612922
2018,3,Kentucky,4.9,17,,,,61.4,12.3,4.3,2.9,0.8,0.6,162.8,1164,2.7,7,7.2,11.6,19.8,16.7,21.1,14,77.34,1418,85.9,13.7,11.1,2.6,0.4,4461153,8885,1121,0.25153081
2018,3,Louisiana,4.4,11.9,,,,63.3,15.2,5.2,3.4,0.9,0.9,184.9,1254,2.7,7.7,6.6,9.8,17.8,16.3,21.9,17.1,81.863,1107,91.7,8,5.7,2.3,0.3,4659690,-10870,-24483,-5.248090887
2018,4,Washington,1.3,1.4,,,,29.8,35.2,32.3,17.2,8.5,6.6,385,1883,1.5,3.6,3.6,7.5,15.2,15.5,24.3,28.8,104.432,3659,87.4,12.2,10,2.2,0.3,7523869,100507,70762,9.468241977
2018,2,Illinois,3.2,11.7,,,,54,20.5,10.7,6.6,2.1,2,219.4,1665,1.8,4.7,4.8,8.4,16.7,15.4,23,25.2,96.714,4900,87.6,12,10,2,0.4,12723071,-55757,-93439,-7.328003299
2018,2,Iowa,4.5,18.9,,,,60.4,13.2,3,2.3,0.4,0.3,160.7,1234,1.5,5.4,5.6,10.2,19.8,19,23.5,15,83.998,2527,86.5,12.9,9.8,3.2,0.6,3148618,7068,-2064,-0.656262281
2018,1,New Hampshire,1.7,2.7,,,,52.4,33.4,10,7,1.7,1.3,278.6,1892,1.3,3.3,4.3,6.6,14.4,16,27.4,26.6,105.339,5841,86.1,13.6,11.9,1.7,0.3,1353465,4678,5076,3.756866495
2018,1,Rhode Island,1.6,1.7,,,,55.2,30.9,10.7,6.5,2.3,1.9,274.2,1830,1.2,4.2,4.7,7.7,16.9,16.1,25.2,24,98.266,4361,84.2,15.4,12.8,2.6,0.5,1058287,2614,1884,1.782436754
2018,3,Arkansas,6.3,21.7,,,,58.1,10.3,3.6,1.9,1,0.7,148.3,1071,2.9,8.2,7.4,12.6,20,15.2,19.9,13.8,73.522,935,93.2,6.7,4.7,2,0.1,3009733,8388,2882,0.958896225
2018,3,Delaware,1.6,2.9,,,,54.6,32.2,8.7,5.4,1.8,1.5,267,1566,2.4,6.2,4.8,8.9,19.4,15.6,22.5,20.3,87.168,1632,87.3,12.4,10.2,2.2,0.3,965479,8656,7335,7.631475179
2018,2,Minnesota,2.2,5.3,,,,58.3,25,9.3,6.5,1.7,1.1,244.8,1559,1.3,3.6,4,8.6,16.2,17.1,25.8,23.5,98.831,2639,85,14.5,11.2,3.3,0.5,5606249,40019,15822,2.832316803
2018,4,Montana,3.1,4.5,,,,52.9,26.8,12.7,8.6,2.3,1.8,262.4,1413,1.8,6.6,5.8,11.6,21.9,17.7,20.2,14.4,77.282,2172,89.7,9.7,7.6,2.1,0.6,1060665,8183,6284,5.94752755
2018,4,Arizona,2.5,4.1,,,,55.8,26.2,11.4,7.4,2.2,1.8,256.6,1417,2.3,5.9,5.5,10.4,19.1,16.3,21.2,19.3,84.628,1591,90.2,9.4,7.6,1.7,0.4,7158024,114016,92050,12.96293376
2018,3,Florida,2.6,6.4,,,,55.1,24.6,11.4,6.8,2.3,2.3,247,1471,2.8,7.3,6.4,11.2,18.5,15.6,19.8,18.4,80.372,2151,89.1,10.5,8.5,2,0.4,21244317,280704,267130,12.65781099
2018,1,Massachusetts,1,0.8,,,,26.7,36.2,35.4,21.5,7.5,6.4,406.9,2207,1.3,3.1,3.1,5.5,13,13,23.6,37.3,121.565,4801,81.5,18.1,15.8,2.3,0.5,6882635,22846,11129,1.619656037
2018,3,District of Columbia,0.8,0.6,,,,8.9,27.1,62.7,24.9,18.4,19.4,627,2506,2.2,2.8,1.9,2.9,9,10.2,20.3,50.6,151.147,3691,84.2,15.6,12.3,3.3,0.2,701547,6641,2431,3.481678223
2018,4,Utah,1.9,1.2,,,,44.5,37.5,14.9,10.4,2.8,1.7,310,1531,1,3.7,4.3,8.1,19.1,18.3,26.2,19.3,93.06,1788,84.7,14.7,11,3.7,0.6,3153550,52508,21841,6.983988724
2018,1,New York,2.2,8,,,,34.6,23.8,31.4,15.9,7.5,8,341.9,2098,1.7,4.2,3.9,6.8,14.3,14.2,23.3,31.6,108.546,5837,85.8,13.8,12.2,1.5,0.4,19530351,-59221,-125303,-6.406096454
