Year,Region,NAME,Home Value <$50k (%),"Home Value $50k-$99,999k (%)","Home Value $100k-$149,999k (%)","Home Value $150k-$199,999k (%)","Home Value $200k-$299,999k (%)","Home Value $100k-$299,999 (%)","Home Value $300k-$499,999k (%)",Home Value $500k+ (%),"Home Value $500k-$749,999k (%)","Home Value $750k-$999,999k (%)","Home Value $1,000,000+ (%)",Median Home Value ($)(1000X),Median Housing Cost (monthly) ($),Income <$10k (%),"Income $10k-$24,999 (%)","Income $25k-$34,999 (%)","Income $35k-$49,999 (%)","Income $50k-$74,999 (%)","Income $75k-$99,999 (%)","Income $100k-$149,999 (%)",Income $150k+ (%),Median Income ($)(1000X),Median Real Estate Taxes ($),No 2nd or Equity Loan (%),2nd Mortgage or Equity Loan (%),Equity Loan Only (%),2nd Mortgage Only (%),Both 2nd & Equity Loan (%),Population,Net Population Change,Net Migration,Net Migration Change
2012,4,California,1.7,4.1,7.2,9.3,18,20.6,28.5,31.3,,,,358.1,2119,2.3,5.7,5.2,9.6,17.1,15.2,21.8,23.2,91.024,3336,78,20.9,15.3,5.6,1.1,37948800,310431,56502,1.495015642
2012,4,Colorado,2.6,4.9,11.4,18,28.5,34.3,23.6,11,,,,240.5,1551,2,5.7,5.8,11.1,20.2,17.7,20.8,16.7,81.304,1539,79.1,19.9,12.3,7.5,1,5192647,71539,38739,7.512103982
2012,1,Connecticut,1.4,3,8.5,16.1,28.9,27.6,26,16.2,,,,270.9,2027,1.4,4.4,4,8.2,16.9,16.3,24.4,24.4,97.646,5139,75.1,24.1,18.6,5.5,0.8,3594547,6264,-1471,-0.409587864
2012,3,Delaware,3,3.5,10.2,20.2,34.3,33.9,23.2,5.6,,,,233.5,1517,2.1,6.3,5.2,11.9,20.9,18.4,21.6,13.7,79.61,1322,78.3,21.1,17.3,3.8,0.6,915179,7798,4414,4.843736283
2012,3,District of Columbia,1,0.7,2,5.5,15.4,8.2,30.4,45.1,,,,464.2,2262,2.4,3.8,3.8,6.1,13.1,11.3,21.8,37.7,119.398,2833,78.2,21.2,14.1,7.1,0.6,634924,15124,10095,16.09118818
2012,3,Florida,5.9,21.2,20,17.8,17.8,59,11.7,5.8,,,,156.7,1425,3.4,10.1,9.3,14.5,20.8,15.1,16,10.9,64.414,1819,80.3,19.1,14.5,4.6,0.6,19297822,244585,202523,10.56153365
2012,3,Georgia,6.6,20.6,21.8,17.9,17.2,60.3,11.2,4.7,,,,152.3,1331,3.2,8.5,7.3,12.3,21.4,15.7,17.9,13.6,71.353,1587,81.8,17.4,11.9,5.5,0.8,9901430,98999,36489,3.703741109
2012,4,Hawaii,0.7,1.2,2,3.8,12.1,7,30.8,49.5,,,,496.2,2244,1.8,5.5,3.5,8.6,17.3,17.3,25.9,20.1,94.565,1416,77.3,20.9,16.1,4.8,1.8,1394804,15475,7055,5.086273802
2012,4,Idaho,3,15.8,26.7,21.2,19.7,63.7,9.7,3.8,,,,158.4,1174,2.4,9.3,9.3,15.1,26.1,15.7,14.6,7.5,62.118,1240,81.9,17,11.9,5.1,1,1595324,11414,806,0.507040375
2012,2,Illinois,4.4,15.9,17.9,17.8,21.4,51.6,15.3,7.3,,,,180.2,1618,1.9,6.5,5.9,11,19.9,17.4,20.9,16.5,80.948,4328,80.3,19.1,14.9,4.2,0.7,12882510,15056,-43686,-3.393092122
2012,2,Indiana,6.7,26.9,26.4,17.7,14,71,6.4,1.9,,,,129.6,1069,2.1,8.1,8.2,14.9,23.7,17.9,17,8.1,66.792,1126,83,16.5,12.3,4.2,0.4,6537703,21175,-3033,-0.464676931
2012,2,Iowa,7.2,24.8,23.9,18.7,16.3,67.4,7.3,1.8,,,,137,1140,1.6,6.4,7.4,13.1,24.8,19.4,18.7,8.6,71.36,1962,84.2,15.2,10.6,4.6,0.6,3076190,9854,-547,-0.178102624
2012,2,Kansas,7.9,21.9,22.7,18.9,17.6,63.5,8.6,2.5,,,,144.8,1250,1.9,6.1,7,12.3,23.1,17.8,20.5,11.3,74.497,1989,85.6,13.8,9.5,4.3,0.6,2885257,16032,1352,0.469894597
2012,3,Kentucky,8.2,22.5,26.2,18.1,14.7,66.8,7.7,2.6,,,,135.8,1084,3,9.5,8.5,14.2,22.3,17.2,16.9,8.3,66.183,1189,82.1,17.3,13.2,4.1,0.6,4386346,16525,4220,0.963892077
2012,3,Louisiana,8.6,16.2,20.7,21.5,19.9,58.4,9.8,3.2,,,,158.3,1148,3.3,9.5,7.7,12.7,19.9,16.2,19,11.5,70.674,819,89,10.4,6.8,3.6,0.6,4600972,25347,3561,0.776104693
2012,1,Maine,4.3,13.4,18.3,21.8,23.6,53.5,14.1,4.4,,,,180.2,1300,2,8.8,8.7,14.5,23.6,17.7,16.9,8,66.223,2273,79.2,19.9,16.9,3.1,0.9,1327729,-555,-396,-0.298191312
2012,3,Maryland,2,3.3,7.2,12.8,28.3,23.3,29,17.3,,,,286.5,1918,1.6,4,4.2,7.8,16.1,15.4,25,26,101.171,3184,77.1,22,16.4,5.6,0.9,5886992,47573,19100,3.257603712
2012,1,Massachusetts,1.3,1.6,4.9,9.9,26.1,16.4,35.9,20.2,,,,326.6,2010,1.7,4.2,4.1,7.7,16.3,15.8,24.8,25.4,100.244,3853,76.6,22.6,18.2,4.4,0.8,6663005,49422,30496,4.593951398
2012,2,Michigan,12,25.9,21.4,17,14.4,64.3,6.8,2.5,,,,125.5,1233,2.6,8.4,7.9,13.7,22.5,16.8,17.6,10.5,68.744,2288,79,20.4,16.2,4.3,0.5,9897145,14733,-9045,-0.914580645
2012,2,Minnesota,3.3,10.6,19.3,22.1,24.4,52,15.1,5.2,,,,186.1,1465,1.4,4.7,5.2,11,21.4,19.2,22,15,82.353,2302,76.8,22.5,16.1,6.5,0.7,5376643,30500,2114,0.394300511
2012,3,Mississippi,13.3,27.5,20.3,17.7,13.9,65.5,5.5,1.9,,,,121,1031,3.8,11.8,10.5,15,22,14.6,14.5,7.8,59.737,918,89.6,9.8,6.8,3,0.6,2983816,5085,-5583,-1.872689641
2012,2,Missouri,7.1,21.5,23.4,19.1,17.2,64,8.5,3.2,,,,145.5,1176,2.4,7.9,8.2,13.8,23.8,17.2,16.8,9.9,67.99,1481,84.6,14.9,10.5,4.4,0.5,6024367,14092,-5351,-0.88926617
2012,4,Montana,4.7,8.6,14.6,22.3,27.9,45.5,15.8,6.1,,,,199.6,1233,2.2,8.8,7.9,14,23.4,18.5,17.5,7.7,68.103,1712,87.6,11.7,8.3,3.4,0.7,1003783,6467,3345,3.343162932
2012,2,Nebraska,6.3,21.3,29.3,18.5,15.6,69.1,6.8,2.2,,,,138,1229,1.4,6,6.2,12.9,24.1,19,19.8,10.4,74.121,2568,85.6,13.8,9.4,4.4,0.6,1853303,12631,2176,1.178134665
2012,4,Nevada,5,19.2,24.1,19.6,18.7,62.9,9.6,3.9,,,,153.4,1433,2.4,7.4,8.4,13.1,22,17.1,18.7,11,71.022,1503,83.1,16.1,9.9,6.2,0.8,2743996,31266,16760,6.142877616
2012,1,New Hampshire,2.2,4.2,9.4,18.1,36.7,31.7,23.6,5.9,,,,241.3,1828,1.3,5.3,4.1,9.2,19.5,19,23.7,17.9,88.49,5236,78.7,20.8,17,3.8,0.5,1324232,4030,2345,1.773536417
2012,1,New Jersey,1.2,2.4,5.4,10.6,26.4,18.4,34.6,19.4,,,,318.4,2342,1.4,4.1,4.1,7.4,15.5,15.9,24.2,27.4,101.703,7312,78.3,20.8,17.3,3.5,0.9,8844942,16825,-18503,-2.093921601
2012,4,New Mexico,5.6,13.2,20.8,21.1,21.3,55.1,12.8,5.3,,,,171.4,1193,3.7,10.9,9,13,21,15.8,16.6,10.1,65.215,1351,87.2,12.2,7.7,4.4,0.7,2087309,6859,-3597,-1.726107484
2012,1,New York,2.9,10.9,11.1,10.1,15,32.1,27.6,22.4,,,,299.7,1967,1.7,5.4,5.1,9,17.9,16.5,22.6,21.9,90.924,4669,80.4,18.9,16.3,2.6,0.7,19572932,73691,-18818,-0.963243073
2012,3,North Carolina,4.7,16.6,23.3,18.7,19.1,58.6,12.2,5.2,,,,162.1,1209,2.7,8.8,8.2,13.7,22,16.7,16.9,10.9,67.875,1406,80.2,19.2,15.3,3.9,0.6,9749476,91884,51023,5.258187378
2012,2,North Dakota,8.1,14.9,21,21,22.3,56.9,10.5,2.2,,,,161.6,1205,1.1,4.4,5.5,11.3,21.4,21.3,22.6,12.4,81.73,2099,86.2,13.3,9.5,3.8,0.5,701176,15951,11588,16.71666423
2012,2,Ohio,6,25.2,25.3,18.1,15.6,68.6,7.5,2.2,,,,135.7,1215,1.9,7.8,7.4,13.4,22.9,17.5,18.1,10.9,70.849,2193,78.2,21.2,16.6,4.6,0.6,11548923,4260,-21690,-1.878443651
2012,3,Oklahoma,8.8,25.9,26.3,17.1,13.4,69.3,6.1,2.3,,,,127.2,1111,2.3,8.5,8.1,14.5,23.4,17.4,16.5,9.3,67.288,1205,90.5,9.1,5,4.1,0.4,3818814,30435,14945,3.929175979
2012,4,Oregon,3,4.2,12.5,19.6,29.6,36.3,22.7,8.4,,,,231.5,1544,2.4,6.9,6.6,12.6,22.9,17.5,19.8,11.3,73.328,2591,79.5,19.6,14.1,5.5,0.9,3899001,26965,15097,3.885453126
2012,1,Pennsylvania,5.1,15.9,18,18.1,22.3,52,14.7,5.9,,,,176.7,1382,2.1,6.6,6.4,11.5,21.5,18.1,20.2,13.7,77.138,2725,78.9,20.3,16.9,3.5,0.8,12767118,21303,6422,0.503430946
2012,1,Rhode Island,1.7,3.1,9.9,21.5,33.5,34.5,21.8,8.6,,,,236.4,1774,2.1,5.6,4.9,10.3,19.4,18,22.7,17.1,84.818,3918,76.5,22.8,17.7,5.1,0.7,1054621,972,-667,-0.63274628
2012,3,South Carolina,7.4,19,22.3,18.4,16.9,59.7,11,5,,,,153,1155,2.8,8.8,8.2,14.7,22.9,16.3,16,10.2,65.791,886,83.5,15.9,12,3.9,0.7,4717354,45360,29431,6.269018893
2012,2,South Dakota,8,16.8,25.4,20,18.7,62.2,9,2.1,,,,149.7,1174,1.7,5.9,7.7,14.7,24.7,20.5,16.4,8.4,69.582,1988,87.2,12.2,9.2,3,0.6,833566,9987,5397,6.513612267
2012,3,Tennessee,6.5,21,24.6,17.7,16.8,63.3,9.5,4,,,,145.8,1143,2.6,10.2,9.4,14.9,22.7,15.8,15.1,9.4,62.902,1127,85.7,13.8,9.6,4.2,0.5,6453898,54607,34546,5.3754753
2012,3,Texas,5.9,21.5,24.7,18.6,15.6,64.8,9.4,4.3,,,,145.4,1374,2.2,6.8,6.7,11.7,19.7,16.3,20.5,16,78.895,3021,92,7.7,4.1,3.6,0.3,26084481,438852,226699,8.764682696
2012,4,Utah,2.2,4.2,18.3,24.5,28.8,47,16,5.9,,,,202.2,1396,1.7,5.5,5.9,13.2,24.6,19,19.8,10.4,74.12,1448,82.2,17.3,10.6,6.7,0.5,2853375,38991,4114,1.45172016
2012,1,Vermont,2.5,5.3,12.8,20.1,33.7,38.2,18.7,6.9,,,,225.3,1478,1.9,6.2,6.7,12.1,24.2,18.9,19.7,10.1,73.468,3758,78.7,20.6,18.2,2.4,0.6,626090,-959,-1544,-2.464211871
2012,3,Virginia,2.3,6.5,10.6,15.7,24,32.8,24.1,16.8,,,,257.4,1670,1.8,5.5,5.2,9.7,18,15.9,21.6,22.5,90.004,2108,78,21.4,16.1,5.3,0.7,8185080,83925,41160,5.054575229
2012,4,Washington,2.1,3.8,10.2,17.8,28.8,31.8,24.9,12.4,,,,249.3,1715,1.8,5.3,5.4,10.7,20.2,17.3,22.5,16.9,83.287,2848,79.9,19.2,13.9,5.2,0.9,6897058,70431,33476,4.878573066
2012,3,West Virginia,11.4,27.9,22.8,16.2,13.5,66.9,6.4,1.7,,,,119.9,931,2.6,10.6,8.9,14.9,23.3,17.4,15.3,7.2,62.698,711,86.7,13,10.3,2.7,0.3,1856872,571,1538,0.828402016
2012,2,Wisconsin,3.2,14,22.9,22,23.5,58.9,11.1,3.3,,,,169.5,1376,1.7,6.1,6.5,12.6,23.5,19.5,20.2,9.8,74.471,3322,78.4,20.8,15.3,5.4,0.8,5719960,14672,-4770,-0.834992816
2012,4,Wyoming,4.5,6.7,15.2,25.5,27,47.4,15,6,,,,195.7,1297,2,6.3,5.3,10.7,21.5,21.3,21.1,11.8,79.938,1216,87.6,12,6.4,5.6,0.3,576305,9006,5729,10.01920245
2012,X,Puerto Rico,1.7,18.7,34.1,21.8,14.7,74.6,6,2.9,,,,143.1,881,8,23.6,14.7,19.7,18.4,7.3,5,3.3,37.209,682,96.3,3.4,0.9,2.5,0.2,3634488,-44244,-54784,-14.98218295
2013,3,Alabama,9,22.2,22.3,17.4,16.7,61.9,9.3,3.1,,,,141.4,1093,3.1,9.5,8.1,14.5,22.1,16,16.8,9.9,65.89,595,86.1,13.3,9.7,3.6,0.6,4830081,14493,7343,1.522548617
2013,4,Alaska,1.9,2.5,6.5,15.4,36.4,24.4,30.4,6.8,,,,266.8,1746,1.1,4.3,2.9,7.5,16.1,18,27.4,22.9,100.319,3175,90.1,9.3,6.7,2.7,0.6,737068,6625,-701,-0.955359108
2013,4,Arizona,5.4,13.2,19.4,18.5,21.4,51.1,15.3,6.9,,,,178.2,1277,3.1,8.3,7.5,13.3,20.7,15.8,18.3,13.1,71.112,1394,84.6,14.7,11,3.7,0.7,6632764,77786,42047,6.376679192
2013,3,Arkansas,11.3,26.7,23.8,16.2,13.3,66.7,6.3,2.4,,,,124.7,979,3.2,10.7,9.2,14.9,21.9,15.5,16.1,8.6,62.241,800,92.7,7,4.1,3,0.2,2959400,7236,171,0.05785271
2013,4,California,2.8,3.2,5.7,8,16.3,16.9,29.2,34.9,,,,383.2,2059,2.2,5.6,5,9.1,16.8,14.8,21.7,25,93.538,3412,80.4,18.5,13.8,4.7,1.1,38260787,311987,62836,1.649031375
2013,4,Colorado,3.4,4.7,10.4,16.6,29.4,31.7,23.9,11.6,,,,246.5,1516,1.9,5.7,6,10.9,18.8,17.2,21.5,17.9,84.267,1558,80.4,18.7,11.7,7,0.8,5269035,76388,44424,8.492707005
2013,1,Connecticut,2.7,2.9,8.9,15.6,26.7,27.4,26.8,16.5,,,,272.8,1986,1.4,3.8,3.8,7.5,16.8,16,24,26.8,100.866,5399,78.7,20.6,16.1,4.6,0.7,3594841,294,-6007,-1.671074089
2013,3,Delaware,4.3,4.4,10.1,19.1,31,33.6,24.7,6.5,,,,233.9,1504,2.3,5.9,6.4,11,20.4,16.2,20.6,17.2,80.332,1366,81.8,17.3,13.6,3.7,0.9,923576,8397,5655,6.150901017
2013,3,District of Columbia,3,1.8,1.5,3.9,12.6,7.2,30.7,46.5,,,,472.2,2236,2.5,3.1,3.3,5.3,12.1,13.5,20.8,39.5,123.456,2794,79.5,19.4,13.2,6.2,1.1,650581,15657,10788,16.78406541
2013,3,Florida,6.6,18.5,19.1,17.3,18.8,54.9,12.9,6.7,,,,163.6,1368,3.2,10.2,8.3,13.6,21.2,15,16.4,12.1,66.386,1808,82.8,16.5,12.7,3.7,0.7,19545621,247799,215179,11.07929593
2013,3,Georgia,7.7,20.6,20.7,17.3,16.7,58.6,11.9,5.2,,,,152.4,1288,3.3,8,7.5,12.4,20.7,16.3,18.1,13.8,72.247,1507,83.2,16.1,11,5.1,0.7,9972479,71049,16454,1.655839322
2013,4,Hawaii,1.5,1.1,1.8,3.3,11,6.2,31.2,50,,,,500.4,2220,1.7,4.9,4.5,6.9,16.4,16,26,23.6,99.096,1435,78.1,21.1,17.7,3.4,0.8,1408243,13439,4917,3.508325048
2013,4,Idaho,4.3,13.2,25,23.1,19.6,61.3,10.6,4.2,,,,162.7,1142,2.5,7.9,9.4,15.5,25.4,17.5,14.2,7.7,63.271,1215,83.8,15.6,10.4,5.2,0.7,1611206,15882,5325,3.321347376
2013,2,Illinois,5.5,16.1,17.1,17.2,21.2,50.4,15.3,7.6,,,,179.7,1565,2.2,6.2,6.1,10.6,19.6,16.6,21.1,17.5,81.661,4327,82,17.4,13.8,3.6,0.6,12895129,12619,-40418,-3.135896193
2013,2,Indiana,7.5,25.8,26.1,17.1,14.2,69,7.1,2.2,,,,129.9,1062,2.2,8.1,8.1,14.3,23,17.8,17.6,8.9,68.672,1141,83.9,15.5,11.9,3.6,0.6,6568713,31010,8676,1.323931729
2013,2,Iowa,7.7,24.1,24.3,18.5,15.7,66.9,7.8,1.9,,,,136.6,1118,1.7,6,7,13.3,23.2,19.1,19.8,10,73.661,2026,84.8,14.7,10.5,4.2,0.4,3092997,16807,7098,2.301113583
2013,2,Kansas,8.8,21.4,20.9,19.6,17.2,61.9,9.2,2.9,,,,147.4,1241,2.1,5.7,6.4,11.9,22.5,18.5,20,12.8,76.344,1986,88,11.5,8.3,3.2,0.5,2893212,7955,-6184,-2.140359324
2013,3,Kentucky,9.3,21.9,24.6,17.8,15.4,64.3,8.2,2.8,,,,137.4,1074,3.3,9.1,8.1,13.7,22.8,16.3,17.6,9,66.23,1202,84.1,15.3,11.7,3.6,0.6,4404659,18313,6753,1.536343114
2013,3,Louisiana,8.3,15.4,20.5,21.1,20.5,57,10.9,3.3,,,,161.4,1166,2.8,8.4,7.6,12.1,19.8,16.3,19.9,13.1,73.786,903,88.7,10.7,7.5,3.2,0.6,4624527,23555,4501,0.975773777
2013,1,Maine,5,12.3,19.4,20.8,23.9,52.5,13.9,4.7,,,,178.8,1268,1.8,8.1,8,13.5,22.8,19,16.7,10,70.181,2337,80.7,18.8,16.1,2.8,0.5,1328009,280,959,0.722209796
2013,3,Maryland,3.1,3.6,7.2,12.7,26.6,23.5,29.5,17.3,,,,287.6,1867,1.7,4,4.1,7.6,16.3,15.6,24.2,26.4,100.73,3193,78.6,20.6,15.7,4.8,0.8,5923188,36196,10142,1.717501342
2013,1,Massachusetts,2.8,1.5,4.9,9.6,24.2,16,35.8,21.2,,,,330.6,1976,1.6,4.1,4.1,7.1,16.3,16,24.7,26.1,100.943,3971,78.2,21,17,4,0.8,6713315,50310,33783,5.051165044
2013,2,Michigan,11.6,24.7,20.9,17,15.1,62.6,8.2,2.6,,,,130.2,1207,2.5,7.9,7.8,13.2,22,16.9,18.2,11.6,70.833,2277,81.7,17.7,13.6,4.1,0.6,9913065,15920,-4999,-0.504689249
2013,2,Minnesota,4.4,9.6,18.7,21.7,24.5,50,15.5,5.8,,,,188.7,1438,1.4,5,5.3,10.3,21,18.7,22.7,15.6,83.418,2260,79.2,20.1,14.6,5.5,0.8,5413479,36836,9621,1.783297724
2013,3,Mississippi,13.1,27.8,19.4,16.8,15,64,5.8,2,,,,121.7,1021,3.9,12.2,9.6,13.9,22.5,15.1,14.7,8.1,60.551,944,90.5,9,6.3,2.7,0.5,2988711,4895,-2997,-1.003595296
2013,2,Missouri,8,21.1,23.5,18.3,16.8,62.9,8.8,3.6,,,,144.2,1162,2.5,8.2,7.6,13.3,22.8,17,17.5,11.2,69.881,1487,86.5,13.1,9.5,3.6,0.5,6040715,16348,-934,-0.154826963
2013,4,Montana,5.6,7.8,13.4,21.2,27.9,42.4,17.3,6.7,,,,206.2,1259,1.8,7.2,8,13.7,24.6,17.1,17.6,9.9,69.02,1732,88.4,11.1,7.5,3.6,0.5,1013569,9786,6965,6.905091427
2013,2,Nebraska,6.6,19.4,29.1,18.5,16.9,67,7.1,2.3,,,,141.5,1226,1.8,5.3,6.9,12.4,23.1,19,20.6,11,75.538,2595,86.4,13.2,8.8,4.4,0.4,1865279,11976,2205,1.185935929
2013,4,Nevada,5.6,14.4,20.3,19.7,22.9,54.4,13.1,4,,,,169,1361,2.4,7.8,7.9,12.6,22.8,16.2,18.7,11.6,70.521,1474,85.1,14.2,9.3,5,0.6,2775970,31974,18122,6.565982472
2013,1,New Hampshire,3.6,4,9.9,17.3,34.7,31.2,25,5.4,,,,239.5,1778,1.3,4.1,4.2,9.6,19.7,18.3,25.1,17.6,89.198,5269,80.6,18.6,15.5,3.2,0.7,1326622,2390,806,0.608105916
2013,1,New Jersey,3.1,2.6,5.6,10.4,25.4,18.6,33,19.9,,,,314.2,2296,1.8,4.3,3.8,7.4,15.1,14.7,24.1,28.8,104.023,7432,79.4,19.8,16.9,2.9,0.9,8856972,12030,-18948,-2.140785454
2013,4,New Mexico,5.9,12.1,20.5,21.7,22.2,54.3,12,5.7,,,,172.7,1193,4.4,10.1,7.7,12.8,20.5,15.4,18,11.2,68.225,1342,88.8,10.8,7,3.8,0.4,2092273,4964,-5034,-2.408853326
2013,1,New York,4,10.2,11.3,9.9,15.4,31.4,26.3,22.8,,,,293.9,1956,1.8,5.1,4.9,8.9,17,16,23,23.2,93.214,4832,81.4,18,15.4,2.6,0.6,19624447,51515,-35115,-1.79170143
2013,3,North Carolina,5.6,15.7,21.6,19.4,19.4,56.7,12.9,5.4,,,,165.5,1205,3,7.9,8.1,13.5,21.9,16.5,16.9,12.1,69.692,1423,82,17.4,14.1,3.4,0.6,9843336,93860,58114,5.932175535
2013,2,North Dakota,6.9,14.9,19.1,19.1,25.7,53.1,11.9,2.5,,,,169.4,1207,0.9,3.3,5.5,11.4,20.8,22.6,22.3,13.2,84.279,1998,87.3,12.1,9.1,3,0.5,722036,20860,16331,22.94949733
2013,2,Ohio,6.9,25.1,24.3,17.8,15.8,67.2,7.6,2.6,,,,135.9,1209,2.3,7.3,7.3,13.1,21.9,17.4,18.9,11.8,72.263,2192,79.8,19.6,15.2,4.4,0.6,11576684,27761,3880,0.33555876
2013,3,Oklahoma,9,25.3,25.3,18.2,13.5,68.8,6.4,2.3,,,,130.2,1094,2.5,8.2,7.9,13.9,22.8,16.9,17.9,9.9,69.105,1211,91.9,7.5,4.1,3.4,0.6,3853214,34400,19428,5.064632194
2013,4,Oregon,4.2,3.9,10.8,18.6,29.4,33.3,23.9,9.3,,,,238.9,1502,2.4,7.2,6,12.3,21.5,18,20,12.6,75.704,2606,81.6,17.3,12.6,4.7,1.2,3922468,23467,11946,3.054669142
2013,1,Pennsylvania,5.9,15.3,17.5,18.1,22.1,50.9,15.4,5.8,,,,178,1373,2.1,6.4,6.3,11.5,20.9,17.3,20.5,14.9,78.522,2812,80.5,18.8,15.7,3.1,0.7,12776309,9191,-749,-0.058645224
2013,1,Rhode Island,3.6,2.9,11.1,21.8,28.9,35.8,22.5,9.1,,,,233.4,1751,1.4,4.8,5.2,10.5,17.6,17.8,22.4,20.3,87.597,3905,75.9,23.6,19.1,4.5,0.5,1055081,460,-740,-0.701520878
2013,3,South Carolina,7.4,17.8,22.5,18.3,17.5,58.6,11.1,5.4,,,,155.5,1144,3.3,8.9,8.9,13.9,21.6,16.5,17.1,9.7,66.986,919,84.5,14.9,11.6,3.3,0.6,4764080,46726,34343,7.24426284
2013,2,South Dakota,7.8,16.2,24.7,22.2,16.9,63.1,9.1,3.1,,,,152.3,1150,1.5,5.3,6,14.5,26.2,19.9,17.3,9.4,71.236,2011,86.7,12.6,8.8,3.8,0.7,842316,8750,3877,4.626817401
2013,3,Tennessee,7,20.2,24.1,18,16.5,62.3,10,4.1,,,,147.4,1138,3.2,8.9,8.5,14.5,22.7,16.1,15.7,10.3,65.719,1154,86.9,12.6,9.1,3.5,0.5,6494340,40442,23220,3.586588384
2013,3,Texas,6.3,20.3,23.6,17.6,16.9,61.5,10.5,4.7,,,,149.6,1375,2.4,6.5,6.2,11,19.1,16,21,17.8,81.777,3119,93,6.7,3.9,2.8,0.3,26480266,395785,187455,7.132346704
2013,4,Utah,4,3.4,15.4,22.2,29.5,41,18.9,6.5,,,,214.3,1377,1.5,5.4,5.9,11.8,23.5,19.5,20.7,11.8,76.937,1458,84.1,15.4,10.1,5.3,0.5,2897640,44265,8780,3.053374057
2013,1,Vermont,3.8,5.4,13.7,19.2,31,38.3,20.5,6.5,,,,222.9,1482,1.5,7,7.3,11.5,21.8,18.2,19.6,13.2,76.275,3816,79.9,19.8,17.6,2.2,0.3,626210,120,-221,-0.352950571
2013,3,Virginia,3.6,5.8,10.8,15,22.3,31.6,24.9,17.6,,,,262,1645,1.9,5,5.1,10.1,17.6,15.4,21.6,23.3,90.992,2078,79.7,19.6,15,4.5,0.7,8252427,67347,28404,3.455998528
2013,4,Washington,3.1,3.4,9.6,16.5,27.8,29.5,25.8,13.8,,,,259.7,1667,2.3,5,5.5,10.1,19.6,17.2,22.3,18,84.655,2824,82.6,16.8,12.2,4.6,0.7,6963985,66927,31002,4.47325645
2013,3,West Virginia,11.1,28.3,21.3,17.8,13.3,67.4,6.7,1.6,,,,122.6,939,2.6,10.9,8.6,14.1,24.3,16.5,15.2,7.8,62.936,725,88.1,11.4,8.9,2.5,0.6,1853914,-2958,-1532,-0.825701078
2013,2,Wisconsin,4.1,14.3,22.7,21,22.7,58,11.8,3.4,,,,168.3,1352,1.7,6.1,6.8,12.2,23,18.9,20.6,10.7,75.221,3304,80,19.4,14.8,4.6,0.6,5736754,16794,380,0.066336648
2013,4,Wyoming,4.1,6.3,13.7,23.9,29.3,43.9,17.1,5.5,,,,205.2,1330,1.8,5.7,5.8,9.7,21.2,19.6,24.7,11.6,82.738,1260,88.6,10.8,5.1,5.7,0.6,582122,5817,2817,4.863491614
2013,X,Puerto Rico,2.7,17.7,32.6,24.2,14.7,74.5,5.5,2.6,,,,144.9,877,8.5,22,15.9,18.3,17.8,7.7,6.3,3.5,37.441,651,96.5,3.2,0.9,2.2,0.4,3593077,-41411,-49883,-13.80354241
2014,3,Alabama,8.8,21.6,21.5,17.2,18.2,60.3,9.7,3,,,,145.7,1119,3.2,9.9,8.2,14,20.9,15.3,18,10.5,66.546,603,86.8,12.6,9.3,3.3,0.6,4841799,11718,2725,0.563489208
2014,4,Alaska,2.6,2.5,5.7,15.4,35.6,23.6,30.9,7.4,,,,268.7,1797,1.5,3,2.7,7.3,18.1,15.5,28.6,23.4,102.659,3260,90.7,8.8,6.5,2.3,0.5,736283,-785,-8443,-11.46094855
2014,4,Arizona,4.9,11,16.7,19,22.4,46.7,17.7,8.3,,,,194.9,1273,2.9,7.6,7.6,12.7,20.7,15.3,18.6,14.6,72.609,1401,87,12.5,9.5,3,0.5,6730413,97649,61260,9.168478424
2014,3,Arkansas,10.4,26.2,23.4,17.2,13.6,66.8,6.9,2.4,,,,128.2,995,2.5,9.7,9.2,15.7,21.6,15.6,16.5,9.2,63.705,835,92.5,7.3,4.8,2.5,0.2,2967392,7992,-271,-0.091449135
2014,4,California,2.7,2.1,4.1,6.2,14.7,12.4,30,40.2,,,,427.7,2068,2.1,5.4,5,8.5,16,14.8,21.8,26.4,96.305,3548,82.1,17,12.9,4.1,0.8,38596972,336185,84680,2.203551108
2014,4,Colorado,3.5,4,8.2,15.6,28.1,27.8,26.9,13.6,,,,263.5,1536,2,5.4,5.5,9.7,19.3,16.5,22.2,19.4,86.219,1560,82.9,16.3,10.4,6,0.7,5350101,81066,48408,9.117125913
2014,1,Connecticut,2.8,2.7,9.3,15.8,27.1,27.8,26.1,16.3,,,,271,1994,1.4,3.5,4,7.8,15.2,16.2,24,27.9,102.375,5472,78.9,20.6,16.6,4,0.5,3594524,-317,-6980,-1.941757026
2014,3,Delaware,3.9,4.5,11.1,18.4,30.9,34,25,6.3,,,,234.6,1460,2.8,6,6,12,18.7,16.3,21.2,17,81.238,1326,82.5,16.4,12.3,4.1,1.1,932487,8911,5973,6.436203944
2014,3,District of Columbia,2.3,1.4,1.9,3.3,12.7,6.6,28.7,49.7,,,,497.9,2194,2.6,3.3,2.8,4.7,11.9,12.2,20,42.5,125.87,2649,79.2,19.7,14.1,5.6,1.1,662328,11747,6983,10.63744707
